Postcode,Latitude,Longitude
L10 9,53.466,-2.93059
L11 0,53.4588,-2.89939
L11 1,53.4405,-2.92094
L11 2,53.4443,-2.91428
L11 3,53.4494,-2.92178
L11 4,53.4494,-2.9019
L11 5,53.4454,-2.92683
L11 6,53.4578,-2.89369
L11 7,53.4475,-2.93394
L11 8,53.437,-2.92741
L11 9,53.452,-2.90805
L12 0,53.4451,-2.88896
L12 1,53.4267,-2.90919
L12 2,53.4238,-2.90227
L12 3,53.4202,-2.8919
L12 4,53.4346,-2.89153
L12 5,53.435,-2.90997
L12 6,53.4337,-2.88254
L12 7,53.4307,-2.91441
L12 8,53.4292,-2.90086
L12 9,53.4258,-2.89058
L13 0,53.424,-2.92192
L13 1,53.4041,-2.92438
L13 2,53.4118,-2.92149
L13 3,53.4126,-2.92071
L13 4,53.4074,-2.91016
L13 5,53.412,-2.91197
L13 6,53.4178,-2.91826
L13 7,53.4198,-2.92592
L13 8,53.4249,-2.93259
L13 9,53.43,-2.93144
L14 0,53.4172,-2.87494
L14 1,53.4174,-2.90267
L14 2,53.422,-2.88191
L14 3,53.4097,-2.89556
L14 4,53.4269,-2.87813
L14 5,53.4158,-2.89298
L14 6,53.4127,-2.88141
L14 7,53.4151,-2.88723
L14 8,53.4286,-2.86762
L14 9,53.424,-2.87186
L15 0,53.3967,-2.93198
L15 1,53.3995,-2.93347
L15 2,53.3969,-2.93698
L15 3,53.3932,-2.9299
L15 4,53.4005,-2.92693
L15 5,53.3916,-2.92213
L15 6,53.396,-2.91038
L15 7,53.402,-2.9073
L15 8,53.3997,-2.9181
L15 9,53.3922,-2.91531
L16 0,53.3924,-2.89375
L16 1,53.402,-2.89063
L16 2,53.4023,-2.88217
L16 3,53.4031,-2.88358
L16 4,53.3987,-2.89815
L16 5,53.3981,-2.88935
L16 6,53.4023,-2.89785
L16 7,53.3959,-2.89615
L16 8,53.3921,-2.89817
L16 9,53.3928,-2.90165
L17 0,53.3753,-2.93396
L17 1,53.3868,-2.93381
L17 2,53.3875,-2.93842
L17 3,53.3873,-2.94348
L17 4,53.3797,-2.94576
L17 5,53.3739,-2.94318
L17 6,53.3702,-2.92834
L17 7,53.3778,-2.95204
L17 8,53.3814,-2.94775
L17 9,53.3756,-2.94377
L18 0,53.3882,-2.91033
L18 1,53.3856,-2.91808
L18 2,53.3862,-2.90626
L18 3,53.3817,-2.89732
L18 4,53.3733,-2.9142
L18 5,53.3825,-2.9132
L18 6,53.3812,-2.90631
L18 7,53.3754,-2.907
L18 8,53.3793,-2.91966
L18 9,53.3712,-2.89995
L19 0,53.3592,-2.91414
L19 1,53.3583,-2.90071
L19 2,53.3543,-2.89824
L19 3,53.3636,-2.91715
L19 4,53.3642,-2.89306
L19 5,53.3574,-2.89277
L19 6,53.3595,-2.89597
L19 7,53.3645,-2.90442
L19 8,53.3486,-2.89649
L19 9,53.3635,-2.91013
L20 0,53.4609,-2.97668
L20 1,53.4477,-3.00293
L20 2,53.4424,-2.98535
L20 3,53.4504,-2.98755
L20 4,53.4549,-3.00048
L20 5,53.4572,-2.99309
L20 6,53.4642,-2.98392
L20 7,53.4463,-2.99125
L20 8,53.4405,-2.99496
L20 9,53.4516,-2.97985
L21 0,53.4828,-2.9964
L21 1,53.4669,-3.0141
L21 2,53.4692,-3.00281
L21 3,53.4649,-3.00689
L21 4,53.4625,-3.00925
L21 5,53.4726,-2.98397
L21 6,53.4659,-3.00223
L21 7,53.4733,-2.99281
L21 8,53.4651,-2.99614
L21 9,53.476,-3.00131
L22 0,53.4759,-3.0249
L22 1,53.4722,-3.02297
L22 2,53.481,-3.03257
L22 3,53.4755,-3.02065
L22 4,53.4793,-3.02137
L22 5,53.4737,-3.02676
L22 6,53.4804,-3.03852
L22 7,53.4786,-3.03474
L22 8,53.476,-3.03119
L22 9,53.4778,-3.0279
L23 0,53.4838,-3.01934
L23 1,53.4968,-3.00007
L23 2,53.492,-3.01946
L23 3,53.4847,-3.03173
L23 4,53.4999,-3.01178
L23 5,53.4885,-3.02668
L23 6,53.4856,-3.04229
L23 7,53.4913,-3.03247
L23 8,53.4898,-3.03926
L23 9,53.491,-3.00806
L24 0,53.3433,-2.84459
L24 1,53.3445,-2.86002
L24 2,53.3421,-2.83568
L24 3,53.3438,-2.8526
L24 4,53.3364,-2.80073
L24 5,53.3376,-2.81442
L24 6,53.3449,-2.82715
L24 7,53.3407,-2.82665
L24 8,53.3462,-2.87081
L24 9,53.3519,-2.85684
L25 0,53.3617,-2.85648
L25 1,53.3952,-2.87318
L25 2,53.3913,-2.86133
L25 3,53.3842,-2.85878
L25 4,53.3845,-2.87105
L25 5,53.378,-2.86167
L25 6,53.3785,-2.87389
L25 7,53.3724,-2.87139
L25 8,53.3722,-2.86023
L25 9,53.3685,-2.85103
L26 0,53.3651,-2.83184
L26 1,53.3601,-2.84195
L26 2,53.3688,-2.83193
L26 3,53.365,-2.82539
L26 4,53.3762,-2.82974
L26 5,53.3769,-2.83946
L26 6,53.3715,-2.83228
L26 7,53.3708,-2.84314
L26 8,53.3645,-2.83239
L26 9,53.3589,-2.82897
L27 0,53.3892,-2.84852
L27 1,53.3941,-2.85206
L27 2,53.3906,-2.84862
L27 3,53.3868,-2.84458
L27 4,53.3832,-2.83119
L27 5,53.3817,-2.82785
L27 6,53.3857,-2.83653
L27 7,53.3887,-2.8414
L27 8,53.3908,-2.83738
L27 9,53.3909,-2.84653
L28 0,53.4354,-2.87439
L28 1,53.4356,-2.86767
L28 3,53.4308,-2.86184
L28 4,53.44,-2.86304
L28 5,53.4346,-2.85932
L28 6,53.4313,-2.86266
L28 7,53.4337,-2.86507
L28 8,53.4367,-2.8785
L29 1,53.4948,-2.98448
L29 3,53.5198,-3.00252
L29 5,53.51,-3.00746
L29 6,53.5042,-2.97805
L29 7,53.5072,-2.97935
L29 8,53.5123,-2.99296
L29 9,53.4951,-2.98681
L30 0,53.4929,-2.98212
L30 1,53.4755,-2.96492
L30 2,53.484,-2.98784
L30 3,53.4845,-2.97631
L30 4,53.4711,-2.9675
L30 5,53.488,-2.97083
L30 6,53.4821,-2.96285
L30 7,53.4883,-2.96509
L30 8,53.4866,-2.9552
L30 9,53.4702,-2.98059
L31 0,53.5188,-2.94191
L31 1,53.4983,-2.9152
L31 2,53.5219,-2.94612
L31 3,53.5081,-2.93279
L31 4,53.5301,-2.95158
L31 5,53.503,-2.94205
L31 6,53.5136,-2.93496
L31 7,53.5089,-2.94725
L31 8,53.5135,-2.95272
L31 9,53.5177,-2.93218
L32 0,53.4834,-2.90144
L32 1,53.4872,-2.88612
L32 2,53.4878,-2.9018
L32 3,53.4699,-2.88492
L32 4,53.4789,-2.90233
L32 5,53.4797,-2.89643
L32 6,53.4728,-2.87547
L32 7,53.4688,-2.87872
L32 8,53.48,-2.88284
L32 9,53.4748,-2.8844
L33 0,53.4822,-2.88017
L33 1,53.4954,-2.88442
L33 2,53.493,-2.89441
L33 3,53.4812,-2.84472
L33 4,53.4985,-2.88234
L33 5,53.4819,-2.87406
L33 6,53.4866,-2.87398
L33 7,53.4796,-2.86383
L33 8,53.4863,-2.87983
L33 9,53.4902,-2.87349
L34 0,53.4496,-2.84417
L34 1,53.4265,-2.81391
L34 2,53.4307,-2.79151
L34 3,53.43,-2.80808
L34 4,53.4368,-2.83167
L34 5,53.4273,-2.80121
L34 6,53.432,-2.79961
L34 7,53.4396,-2.84937
L34 8,53.457,-2.83668
L34 9,53.455,-2.85338
L35 0,53.4144,-2.76753
L35 1,53.3998,-2.81122
L35 2,53.4186,-2.79166
L35 3,53.4124,-2.79868
L35 4,53.4193,-2.76699
L35 5,53.4214,-2.79801
L35 6,53.4104,-2.76172
L35 7,53.4268,-2.7868
L35 8,53.422,-2.77563
L35 9,53.418,-2.77842
L36 0,53.4036,-2.83065
L36 1,53.4179,-2.82459
L36 2,53.4176,-2.85572
L36 3,53.4233,-2.85206
L36 4,53.4103,-2.85852
L36 5,53.4066,-2.84024
L36 6,53.4104,-2.82442
L36 7,53.4176,-2.84078
L36 8,53.4265,-2.8421
L36 9,53.4115,-2.84337
L37 0,53.5691,-3.04531
L37 1,53.5615,-3.07696
L37 2,53.5521,-3.07587
L37 3,53.5597,-3.06166
L37 4,53.5541,-3.05963
L37 5,53.5497,-3.02985
L37 6,53.5492,-3.05989
L37 7,53.566,-3.0615
L37 8,53.555,-3.05231
L37 9,53.5514,-3.00925
L38 0,53.5331,-3.06082
L38 1,53.5252,-3.02485
L38 2,53.5359,-3.04314
L38 3,53.5273,-3.05476
L38 4,53.5319,-3.05527
L38 5,53.5323,-3.04988
L38 6,53.5239,-3.02454
L38 7,53.5342,-3.06512
L38 8,53.5303,-3.06522
L38 9,53.5251,-3.05946
L39 0,53.5364,-2.846
L39 1,53.574,-2.88584
L39 2,53.569,-2.8788
L39 3,53.5668,-2.89255
L39 4,53.5629,-2.88538
L39 5,53.5543,-2.89992
L39 6,53.5446,-2.90383
L39 7,53.5631,-2.94571
L39 8,53.5856,-2.94232
L39 9,53.5471,-2.86703
L40 0,53.605,-2.85337
L40 1,53.6255,-2.83657
L40 2,53.6247,-2.77735
L40 3,53.6056,-2.79363
L40 4,53.6023,-2.83151
L40 5,53.5916,-2.84013
L40 6,53.5634,-2.85178
L40 7,53.5912,-2.85473
L40 8,53.5902,-2.88562
L40 9,53.6027,-2.91175
L41 0,53.3973,-3.05648
L41 1,53.4008,-3.02582
L41 2,53.3873,-3.0286
L41 3,53.3958,-3.02601
L41 4,53.3934,-3.0309
L41 5,53.3911,-3.01491
L41 6,53.3923,-3.0201
L41 7,53.4044,-3.05985
L41 8,53.4001,-3.04483
L41 9,53.3826,-3.01891
L42 0,53.3825,-3.0275
L42 1,53.3711,-3.00488
L42 2,53.3711,-3.00971
L42 3,53.3757,-3.0144
L42 4,53.368,-3.01431
L42 5,53.3791,-3.02027
L42 6,53.3729,-3.02586
L42 7,53.3794,-3.02928
L42 8,53.3701,-3.04048
L42 9,53.3772,-3.03648
L43 0,53.3719,-3.05685
L43 1,53.3868,-3.04648
L43 2,53.3795,-3.05274
L43 3,53.3677,-3.05889
L43 4,53.3889,-3.03831
L43 5,53.3801,-3.04202
L43 6,53.3861,-3.05387
L43 7,53.3992,-3.07506
L43 8,53.3968,-3.05486
L43 9,53.3848,-3.07255
L44 0,53.4196,-3.03231
L44 1,53.421,-3.03737
L44 2,53.4193,-3.05784
L44 3,53.4159,-3.05229
L44 4,53.4109,-3.03881
L44 5,53.4157,-3.04603
L44 6,53.4123,-3.0228
L44 7,53.4077,-3.02359
L44 8,53.4177,-3.02809
L44 9,53.4129,-3.03214
L45 0,53.4319,-3.05626
L45 1,53.433,-3.03809
L45 2,53.4385,-3.0441
L45 3,53.4287,-3.06561
L45 4,53.423,-3.04797
L45 5,53.4306,-3.04517
L45 6,53.4261,-3.05779
L45 7,53.4261,-3.03694
L45 8,53.4241,-3.07093
L45 9,53.4359,-3.04983
L46 0,53.3975,-3.1115
L46 1,53.4115,-3.09663
L46 2,53.4171,-3.08994
L46 3,53.4154,-3.10446
L46 4,53.4091,-3.11818
L46 5,53.3945,-3.12677
L46 6,53.4003,-3.12598
L46 7,53.4047,-3.11972
L46 8,53.4052,-3.10776
L46 9,53.401,-3.10023
L47 0,53.3994,-3.16204
L47 1,53.3908,-3.18736
L47 2,53.3942,-3.17823
L47 3,53.3967,-3.17314
L47 4,53.3887,-3.1788
L47 5,53.4005,-3.16864
L47 6,53.4032,-3.16026
L47 7,53.4043,-3.15369
L47 8,53.4022,-3.1507
L47 9,53.3955,-3.14569
L48 0,53.3701,-3.18393
L48 1,53.3644,-3.14848
L48 2,53.3603,-3.1679
L48 3,53.3661,-3.17793
L48 4,53.3728,-3.18169
L48 5,53.3774,-3.1813
L48 6,53.3763,-3.16414
L48 7,53.3715,-3.17185
L48 8,53.3695,-3.16249
L48 9,53.3736,-3.15435
L49 0,53.3822,-3.09541
L49 1,53.3761,-3.1128
L49 2,53.3816,-3.11789
L49 3,53.3758,-3.12278
L49 4,53.3897,-3.11096
L49 5,53.3714,-3.08924
L49 6,53.3874,-3.09997
L49 7,53.3738,-3.08174
L49 8,53.377,-3.08717
L49 9,53.3804,-3.08981
L60 0,53.3254,-3.09872
L60 1,53.3279,-3.07654
L60 2,53.3273,-3.08557
L60 3,53.3176,-3.08265
L60 4,53.3246,-3.10521
L60 5,53.3296,-3.09339
L60 6,53.3337,-3.11016
L60 7,53.3327,-3.09878
L60 8,53.3191,-3.09768
L60 9,53.3299,-3.12013
L61 0,53.3481,-3.12521
L61 1,53.3483,-3.08259
L61 2,53.3488,-3.11779
L61 3,53.3542,-3.10275
L61 4,53.3568,-3.11778
L61 5,53.3434,-3.10164
L61 6,53.3387,-3.10247
L61 7,53.3531,-3.09046
L61 8,53.3475,-3.1048
L61 9,53.3468,-3.09669
L62 0,53.3183,-2.95917
L62 1,53.3627,-2.99525
L62 2,53.3363,-2.98662
L62 3,53.338,-2.9762
L62 4,53.35,-2.98588
L62 5,53.3579,-2.99983
L62 6,53.3204,-2.98015
L62 7,53.329,-2.9813
L62 8,53.3142,-2.97363
L62 9,53.3083,-2.97096
L63 0,53.3192,-2.9945
L63 1,53.3208,-3.04802
L63 2,53.3502,-3.02001
L63 3,53.345,-3.00859
L63 4,53.3216,-3.02825
L63 5,53.3612,-3.02446
L63 6,53.3456,-3.04241
L63 7,53.3529,-3.00596
L63 8,53.3579,-3.023
L63 9,53.3364,-3.0026
L64 0,53.2774,-3.06284
L64 1,53.2952,-3.00313
L64 2,53.2899,-3.00865
L64 3,53.2999,-3.06358
L64 4,53.2818,-3.05082
L64 5,53.2601,-3.02257
L64 6,53.2944,-3.07845
L64 7,53.2946,-3.04309
L64 8,53.2755,-3.02526
L64 9,53.2893,-3.05897
L65 0,53.2772,-2.89973
L65 1,53.3017,-2.92623
L65 2,53.286,-2.89966
L65 3,53.287,-2.91565
L65 4,53.2824,-2.88506
L65 5,53.2732,-2.89034
L65 6,53.2683,-2.9075
L65 7,53.2758,-2.91583
L65 8,53.2804,-2.90788
L65 9,53.2673,-2.89458
L66 0,53.2652,-2.95449
L66 1,53.2884,-2.93702
L66 2,53.2635,-2.92343
L66 3,53.2795,-2.9336
L66 4,53.2766,-2.94145
L66 5,53.2923,-2.95545
L66 6,53.3,-2.96634
L66 7,53.2957,-2.97323
L66 8,53.2743,-2.98312
L66 9,53.2664,-2.97672
L67 1,53.4057,-2.96781
L68 0,53.4401,-2.97372
L68 1,53.4565,-2.96461
L69 1,53.4035,-2.97761
L69 2,53.3996,-2.97806
L69 3,53.3956,-2.97552
L69 4,53.4074,-2.97258
L69 5,53.407,-2.97576
L69 6,53.4053,-2.97296
L69 7,53.4041,-2.97073
L69 8,53.4025,-2.97389
L69 9,53.4168,-2.98573
L70 0,53.4852,-3.01569
L70 1,53.4127,-2.97237
L70 2,53.4182,-2.95405
L70 3,53.4168,-2.91625
L70 8,53.4013,-2.97578
L70 9,53.4038,-2.97564
L71 2,53.4222,-2.97479
L72 0,53.4836,-3.00439
L72 1,53.4731,-2.96069
L72 8,53.4778,-2.98018
L73 6,53.3803,-2.97643
L74 4,53.3931,-2.98828
L75 1,53.4376,-2.98375
L75 2,53.4554,-2.98683
L80 4,53.4692,-2.96909
LA1 1,54.0487,-2.80101
LA1 2,54.0601,-2.80471
LA1 3,54.0495,-2.78832
LA1 4,54.0327,-2.7925
LA1 5,54.0471,-2.81354
LA1 9,54.048,-2.80261
LA2 0,53.9934,-2.79982
LA2 6,54.0812,-2.78737
LA2 7,54.1148,-2.52617
LA2 8,54.1053,-2.50888
LA2 9,54.0463,-2.71386
LA3 1,54.0617,-2.88226
LA3 2,54.0456,-2.89143
LA3 3,54.0489,-2.85761
LA4 4,54.0665,-2.86674
LA4 5,54.0715,-2.85609
LA4 6,54.0731,-2.83822
LA4 9,54.0717,-2.86685
LA5 0,54.1834,-2.82632
LA5 5,54.1298,-2.77016
LA5 8,54.1063,-2.79123
LA5 9,54.1364,-2.76883
LA6 1,54.16,-2.72832
LA6 2,54.2043,-2.59814
LA6 3,54.1525,-2.4945
LA7 7,54.2259,-2.77312
LA8 0,54.2937,-2.6995
LA8 8,54.2983,-2.80751
LA8 9,54.3741,-2.76687
LA9 4,54.3284,-2.74819
LA9 5,54.3246,-2.75264
LA9 6,54.3363,-2.7392
LA9 7,54.3146,-2.73485
LA9 9,54.3287,-2.74668
LA10 5,54.315,-2.49771
LA11 6,54.2149,-2.90839
LA11 7,54.1845,-2.94059
LA11 9,54.1932,-2.91049
LA12 0,54.1718,-3.12041
LA12 2,54.1948,-3.09441
LA12 7,54.2045,-3.09157
LA12 8,54.2671,-3.01964
LA12 9,54.1817,-3.08794
LA13 0,54.1174,-3.18865
LA13 9,54.1189,-3.20894
LA14 1,54.1148,-3.22689
LA14 2,54.1092,-3.22571
LA14 3,54.1087,-3.25346
LA14 4,54.1379,-3.22149
LA14 5,54.1226,-3.22588
LA14 9,54.1163,-3.2249
LA15 8,54.1558,-3.17968
LA16 7,54.1847,-3.20261
LA17 7,54.2399,-3.17561
LA18 4,54.2069,-3.27624
LA18 5,54.2271,-3.27461
LA18 9,54.2093,-3.26841
LA19 5,54.2892,-3.37155
LA20 6,54.293,-3.20669
LA21 8,54.3648,-3.07123
LA22 0,54.4008,-2.9696
LA22 9,54.4394,-2.99823
LA23 1,54.3889,-2.91202
LA23 2,54.3723,-2.90579
LA23 3,54.3536,-2.91984
LA23 9,54.3835,-2.91013
LD1 5,52.2413,-3.35585
LD1 6,52.2767,-3.37751
LD1 9,52.2411,-3.3776
LD2 3,52.1423,-3.39488
LD2 9,52.1608,-3.39983
LD3 0,52.005,-3.25638
LD3 3,51.9412,-3.41166
LD3 7,51.9336,-3.34809
LD3 8,51.9383,-3.50021
LD3 9,51.9651,-3.41126
LD4 4,52.1176,-3.55775
LD5 4,52.1273,-3.61504
LD6 5,52.3086,-3.50963
LD7 1,52.3515,-3.08444
LD7 9,52.3164,-3.13805
LD8 2,52.2669,-3.05068
LE1 1,52.634,-1.12802
LE1 2,52.6397,-1.12315
LE1 3,52.6384,-1.13211
LE1 4,52.6372,-1.13777
LE1 5,52.6328,-1.13562
LE1 6,52.631,-1.13076
LE1 7,52.628,-1.12466
LE1 8,52.6262,-1.14699
LE1 9,52.6317,-1.13359
LE2 0,52.6324,-1.11861
LE2 1,52.6248,-1.11563
LE2 2,52.6159,-1.09586
LE2 3,52.6137,-1.11389
LE2 4,52.6015,-1.07398
LE2 5,52.5996,-1.08621
LE2 6,52.6056,-1.12925
LE2 7,52.6235,-1.13923
LE2 8,52.6068,-1.14598
LE2 9,52.5895,-1.1534
LE3 0,52.6235,-1.16587
LE3 1,52.6208,-1.18737
LE3 2,52.6043,-1.19283
LE3 3,52.6154,-1.21752
LE3 4,52.611,-1.19366
LE3 5,52.6366,-1.1456
LE3 6,52.6367,-1.17179
LE3 7,52.6264,-1.14652
LE3 8,52.6471,-1.19259
LE3 9,52.6455,-1.16381
LE4 0,52.6552,-1.14998
LE4 1,52.6657,-1.15888
LE4 2,52.6657,-1.14226
LE4 3,52.6811,-1.13163
LE4 4,52.6766,-1.12139
LE4 5,52.6532,-1.12686
LE4 6,52.6508,-1.11562
LE4 7,52.659,-1.10321
LE4 8,52.6729,-1.09862
LE4 9,52.658,-1.09427
LE5 0,52.6436,-1.10052
LE5 1,52.6512,-1.06828
LE5 2,52.6386,-1.06617
LE5 3,52.6379,-1.11072
LE5 4,52.6347,-1.09411
LE5 5,52.628,-1.1056
LE5 6,52.6275,-1.07369
LE5 9,52.6294,-1.13566
LE6 0,52.6695,-1.2564
LE6 1,52.686,-1.38617
LE6 2,52.7189,-1.37587
LE6 3,52.7281,-1.34422
LE6 4,52.748,-1.37881
LE6 5,52.7486,-1.47062
LE6 7,52.7486,-1.47849
LE7 1,52.6961,-1.08347
LE7 2,52.695,-1.0715
LE7 3,52.7024,-1.05073
LE7 4,52.7169,-1.04635
LE7 7,52.6886,-1.15746
LE7 8,52.7051,-1.05786
LE7 9,52.6291,-1.00175
LE8 0,52.5442,-1.01158
LE8 1,52.586,-1.10308
LE8 2,52.5814,-1.12254
LE8 3,52.5615,-1.15833
LE8 4,52.5699,-1.17532
LE8 5,52.5542,-1.13593
LE8 6,52.5654,-1.18377
LE8 8,52.5328,-1.04198
LE8 9,52.5685,-1.01949
LE9 0,52.5744,-1.31731
LE9 1,52.5494,-1.19935
LE9 2,52.625,-1.24357
LE9 3,52.5645,-1.24635
LE9 4,52.5449,-1.28519
LE9 5,52.5737,-1.22385
LE9 6,52.5384,-1.24235
LE9 7,52.574,-1.31642
LE9 8,52.5696,-1.34518
LE9 9,52.6224,-1.29513
LE10 0,52.5431,-1.38531
LE10 1,52.5452,-1.3669
LE10 2,52.5304,-1.36105
LE10 3,52.5224,-1.36076
LE10 9,52.5399,-1.37254
LE11 0,52.7759,-1.22966
LE11 1,52.7735,-1.20311
LE11 2,52.759,-1.20667
LE11 3,52.7648,-1.22217
LE11 4,52.7721,-1.23838
LE11 5,52.7791,-1.22237
LE11 9,52.7705,-1.22882
LE12 5,52.8001,-1.21789
LE12 6,52.8217,-1.15896
LE12 7,52.7327,-1.12922
LE12 8,52.7457,-1.17046
LE12 9,52.7691,-1.28502
LE13 0,52.7632,-0.891017
LE13 1,52.7693,-0.88015
LE13 9,52.7686,-0.872295
LE14 2,52.7317,-0.865534
LE14 3,52.789,-0.96485
LE14 4,52.8286,-0.858485
LE15 0,52.6702,-0.72729
LE15 6,52.6726,-0.7287
LE15 7,52.7059,-0.700749
LE15 8,52.6433,-0.667572
LE15 9,52.5988,-0.715817
LE16 0,52.4824,-0.909242
LE16 6,52.4318,-1.11747
LE16 7,52.4918,-0.917517
LE16 8,52.4942,-0.840123
LE16 9,52.4696,-0.934303
LE17 4,52.4599,-1.20522
LE17 5,52.4927,-1.20542
LE17 6,52.4491,-1.10597
LE17 9,52.4687,-1.19782
LE18 1,52.5902,-1.10998
LE18 2,52.581,-1.11225
LE18 3,52.581,-1.0967
LE18 4,52.5818,-1.12906
LE18 9,52.5842,-1.109
LE19 0,52.594,-1.21268
LE19 1,52.5949,-1.21701
LE19 2,52.5746,-1.20672
LE19 3,52.5768,-1.2221
LE19 4,52.5902,-1.21871
LE19 9,52.5987,-1.1967
LE21 3,52.6323,-1.12494
LE21 4,52.6323,-1.12495
LE21 9,52.6296,-1.1348
LE41 9,52.6436,-1.14022
LE55 7,52.6327,-1.12522
LE55 8,52.7478,-1.45439
LE65 1,52.7483,-1.46096
LE65 2,52.7492,-1.479
LE65 9,52.7468,-1.47167
LE67 0,52.7254,-1.37354
LE67 1,52.6911,-1.34836
LE67 2,52.7109,-1.39781
LE67 3,52.7239,-1.37501
LE67 4,52.722,-1.3437
LE67 5,52.7395,-1.35708
LE67 6,52.6942,-1.39723
LE67 8,52.7512,-1.38711
LE67 9,52.6882,-1.28234
LE87 2,52.5945,-1.13785
LE87 4,52.6365,-1.1312
LE94 0,52.4837,-0.905523
LE94 7,52.4837,-0.905523
LE95 2,52.6062,-1.19056
LE99 1,,
LL11 0,53.0489,-2.99993
LL11 1,53.0419,-2.996
LL11 2,53.0582,-2.99822
LL11 3,53.0542,-3.0783
LL11 4,53.0712,-3.01747
LL11 5,53.0727,-3.06064
LL11 6,53.0633,-3.03282
LL12 0,53.0993,-2.97532
LL12 7,53.0575,-2.98174
LL12 8,53.0797,-2.97481
LL12 9,53.1045,-3.03261
LL13 0,53.0057,-2.94017
LL13 7,53.0413,-2.99771
LL13 8,53.0434,-2.98344
LL13 9,53.0552,-2.94593
LL14 1,53.0122,-3.05275
LL14 2,53.0063,-3.05429
LL14 3,52.9786,-3.06946
LL14 4,53.0331,-3.03011
LL14 5,52.9399,-3.05995
LL14 6,52.9903,-3.03572
LL15 1,53.1196,-3.30761
LL15 2,53.087,-3.32507
LL15 9,53.1151,-3.31071
LL16 3,53.1851,-3.41709
LL16 4,53.1839,-3.38469
LL16 5,53.1869,-3.49092
LL16 9,53.1831,-3.41866
LL17 0,53.2554,-3.43873
LL18 1,53.3175,-3.48945
LL18 2,53.3079,-3.47685
LL18 3,53.3242,-3.47804
LL18 4,53.3173,-3.4684
LL18 5,53.2959,-3.49979
LL18 6,53.3047,-3.4102
LL18 9,53.3191,-3.48435
LL19 0,53.3313,-3.42624
LL19 7,53.3355,-3.42065
LL19 8,53.3248,-3.41446
LL19 9,53.3334,-3.39399
LL20 7,52.9492,-3.15152
LL20 8,52.9729,-3.17287
LL20 9,52.9694,-3.17036
LL21 0,52.9702,-3.43736
LL21 1,52.9815,-3.374
LL21 9,53.0055,-3.38501
LL22 7,53.2874,-3.58098
LL22 8,53.2471,-3.63123
LL22 9,53.2886,-3.54303
LL23 7,52.9058,-3.60255
LL23 9,52.9094,-3.59115
LL24 0,53.0587,-3.78621
LL24 9,53.1118,-3.80076
LL25 0,53.0545,-3.87918
LL26 0,53.1392,-3.787
LL26 9,53.1391,-3.79921
LL27 0,53.1482,-3.82714
LL28 4,53.3068,-3.74613
LL28 5,53.27,-3.77276
LL29 0,53.2977,-3.72943
LL29 6,53.2843,-3.73366
LL29 7,53.2941,-3.73055
LL29 8,53.288,-3.70333
LL29 9,53.2899,-3.69488
LL30 1,53.3147,-3.81901
LL30 2,53.3221,-3.83436
LL30 3,53.3172,-3.77994
LL30 9,53.3111,-3.82626
LL31 9,53.2912,-3.81094
LL32 8,53.2616,-3.8398
LL33 0,53.2499,-3.98364
LL34 6,53.2714,-3.91323
LL35 0,52.5474,-4.04069
LL36 0,52.5831,-4.09535
LL36 6,52.5883,-4.08107
LL36 9,52.6096,-4.05657
LL37 2,52.6711,-4.07049
LL38 2,52.699,-4.0376
LL39 1,52.7129,-4.00068
LL40 1,52.7405,-3.8924
LL40 2,52.7704,-3.86092
LL40 9,52.742,-3.88455
LL41 3,52.9925,-3.94327
LL41 4,52.9415,-3.93345
LL41 9,52.9943,-3.93477
LL42 1,52.726,-4.05564
LL42 9,52.7419,-3.88471
LL43 2,52.7746,-4.09255
LL44 2,52.7874,-4.09531
LL45 2,52.8201,-4.09718
LL46 2,52.8564,-4.10761
LL47 6,52.9021,-4.06304
LL48 6,52.9354,-4.07109
LL49 0,52.9306,-4.14009
LL49 9,52.9286,-4.13832
LL51 9,52.9729,-4.23748
LL52 0,52.9248,-4.23755
LL53 5,52.8886,-4.42007
LL53 6,52.9292,-4.4428
LL53 7,52.8415,-4.50381
LL53 8,52.868,-4.59843
LL53 9,52.8806,-4.42334
LL54 5,53.042,-4.34899
LL54 6,53.0501,-4.26472
LL54 7,53.0852,-4.24923
LL55 1,53.1476,-4.25727
LL55 2,53.1359,-4.25906
LL55 3,53.149,-4.14912
LL55 4,53.1132,-4.15583
LL55 9,53.1403,-4.2511
LL56 4,53.1877,-4.20003
LL57 1,53.2267,-4.1238
LL57 2,53.2219,-4.14282
LL57 3,53.1873,-4.06384
LL57 4,53.1969,-4.11928
LL57 9,53.2217,-4.13805
LL58 8,53.2793,-4.10078
LL59 5,53.2343,-4.15918
LL60 6,53.2158,-4.26789
LL61 5,53.2238,-4.20225
LL61 6,53.1789,-4.29767
LL62 5,53.2112,-4.38605
LL63 5,53.2196,-4.47053
LL64 5,53.2291,-4.5148
LL65 1,53.3113,-4.63843
LL65 2,53.2951,-4.62186
LL65 3,53.2796,-4.51627
LL65 4,53.3249,-4.49735
LL65 9,53.3,-4.61861
LL66 0,53.3812,-4.4077
LL66 9,53.3773,-4.38447
LL67 0,53.4112,-4.45633
LL68 0,53.3845,-4.45547
LL68 8,53.4067,-4.34977
LL68 9,53.4033,-4.34773
LL69 9,53.3862,-4.3195
LL70 9,53.3639,-4.28776
LL71 7,53.3185,-4.39902
LL71 8,53.3325,-4.34951
LL72 8,53.344,-4.24586
